date;number
1967-03-23;485883
1979-12-09;-989486
1992-07-12;-350113
2026-12-29;667851
2059-08-19;46327
1923-01-15;817654
1955-03-18;832453
1930-08-24;-445935
1936-04-12;616974
1976-08-10;380861
1903-02-28;442326
1955-07-24;235756
1917-09-07;97808
1904-11-28;713321
1933-07-01;-584963
2046-12-31;-873311
2047-10-13;396493
2005-12-13;-462580
2056-04-21;-273812
1974-02-10;810039
1904-03-15;620515
1907-08-31;511084
1970-02-24;679386
2006-01-19;603672
1947-06-19;-377387
1981-01-14;952834
1934-05-21;621886
2034-04-08;-518431
1924-08-15;115707
2070-09-30;556816
2010-07-18;330392
1908-05-03;-903008
2007-04-11;272991
1954-11-05;-84767
2018-01-05;841592
2064-03-07;265115
1949-11-07;-654254
2047-08-27;922517
1902-11-20;658406
2005-07-11;427770
1970-12-14;-701391
1906-05-06;12423
1915-01-23;-28451
1993-11-06;-893722
1966-08-31;109488
2070-02-17;-156509
1971-05-17;592435
1920-04-03;176078
1973-08-23;-41709
2005-08-30;461061
2014-10-29;876797
2005-12-20;-968972
2053-02-19;-67393
1970-10-11;693140
1963-08-05;625190
1947-09-25;-83325
1902-10-03;-742013
1995-09-22;-646248
2032-10-26;258470
1978-04-29;807963
2050-03-25;-460996
2049-08-31;-818855
2056-12-16;434523
1925-08-15;362292
1942-04-19;864567
1937-09-17;784288
2048-12-21;-404159
2044-07-02;-802914
1947-05-23;-937121
1907-05-28;98816
1930-05-15;-532322
1973-01-28;-619640
2044-11-13;-653135
2061-11-10;769695
2067-11-06;202249
2042-04-30;-680632
1990-06-17;201395
1961-02-04;937306
2043-09-02;337386
2060-02-18;-435436
1936-01-13;-588812
2011-05-21;487521
2052-03-15;835337
1924-08-05;-840878
1944-09-12;-223788
2058-02-13;838479
2048-04-13;-848429
2037-07-17;849071
1979-06-03;48556
2062-05-08;-178498
2061-12-29;-985066
1911-04-20;-712947
1968-12-19;422074
2030-07-04;-440849
1929-04-27;335309
1975-08-17;-585734
2029-05-19;-773336
1930-06-10;185753
1957-08-04;-635045
1988-07-18;-933265
1921-08-13;582045
1945-01-08;471944
1990-07-14;-368949
1948-03-25;-798409
2066-09-04;710612
2028-04-21;-539691
1978-08-28;-552226
1957-03-05;865383
2044-11-27;204704
1904-03-23;848530
2038-07-04;649297
1911-09-09;124068
1906-10-10;-830361
2031-03-24;293414
2044-04-19;395202
1966-12-09;-878790
2003-12-29;640382
1929-07-31;419919
2013-05-25;-677342
2010-10-11;-645802
1994-07-19;-530829
1933-01-10;-12966
2006-10-05;-920440
2070-10-19;94553
2001-11-04;-5941
2057-10-02;-276620
1960-11-01;-948934
1988-08-12;728279
2044-07-22;-79248
1937-06-18;-371431
1985-06-14;642187
1967-08-20;-605647
1945-02-18;-931682
2052-06-29;-95878
2017-07-06;-580977
2061-12-18;949212
1905-07-07;21904
1997-10-20;-988372
1986-01-31;-799861
1944-03-19;404450
1986-02-14;765632
2064-07-30;838127
1963-03-08;223107
1939-12-13;508728
1925-05-11;112682
1915-02-02;-981752
2070-01-08;-731298
2020-07-03;-654873
2037-06-02;798219
1993-09-06;462921
1984-09-13;-314617
1945-10-15;569383
1969-10-10;-79244
2038-02-14;418333
2060-07-20;-594693
2031-02-26;210306
2005-07-17;519471
2056-04-25;-795489
1939-08-26;674903
1911-04-15;-878676
1931-10-22;151027
1972-11-02;478061
1903-12-16;811872
2038-07-27;-287210
1988-04-15;312028
1970-04-20;-613976
1952-03-11;-292906
1962-02-20;677283
2003-08-09;734886
1988-01-13;947438
2044-12-10;-567285
2064-09-18;602149
2040-03-01;646889
1915-04-28;501841
2062-12-30;513173
2033-09-04;30082
1982-11-18;934692
1907-08-28;-627636
1944-06-09;-770706
1922-02-15;-157234
2043-11-23;989726
1999-04-08;-613244
1966-12-18;966575
1938-02-12;168960
1934-11-30;-897177
1956-10-03;-879932
1904-02-20;-475431
1928-12-23;-524895
1902-05-21;-677728
2009-12-28;-700724
1920-11-04;-616334
2060-11-18;736935
2070-07-26;941281
1990-11-13;955650
2000-11-14;-928566
1917-08-04;305386
1923-07-28;160186
2035-02-10;-274315
2000-02-04;679298
1978-07-31;-145562
1945-04-05;-261607
2033-02-27;-375545
1991-12-16;-315585
1975-09-06;474249
1902-08-14;141637
2041-02-17;-265811
1949-05-20;245633
1945-08-03;-77001
1992-10-07;-965086
1916-04-22;-359197
1999-09-10;921290
1942-05-04;-508203
1997-12-20;-142283
1960-08-16;-747828
2035-06-29;-697585
2034-07-06;922764
1906-05-09;-578447
2040-02-18;-11518
1913-04-12;154296
1980-10-02;885429
1973-06-04;952214
1980-09-20;-185208
1988-06-28;-16847
2044-10-08;244578
2062-05-04;913253
1959-08-20;238463
2067-12-19;614631
1967-09-16;922249
2050-07-04;657483
1929-06-07;-841396
2011-06-16;-400118
1997-04-05;386058
2063-09-09;-253147
1988-02-01;473548
2049-02-09;-781406
1994-02-06;-273880
2047-10-29;349387
1982-11-14;674219
1921-04-14;-130312
1986-02-20;-85568
1964-10-15;189137
1902-02-06;545635
2001-04-15;-96303
2055-01-28;-991102
2027-06-15;-493290
1975-04-04;-266411
2013-09-05;-399377
2014-05-08;-643287
1970-03-22;-850936
2045-09-10;-52024
1988-02-14;-986377
1959-08-27;-712678
1989-07-09;-691148
1901-02-13;973912
1949-05-23;857238
2053-12-20;-810802
1966-07-11;-623276
2058-06-14;-810812
2018-08-30;-980962
1924-08-16;-702866
2047-04-29;-135539
1960-09-03;367372
2069-11-09;553162
2054-11-29;-775628
2057-07-23;-479449
2028-05-24;292080
1987-04-04;612778
1987-12-15;506264
1984-04-30;552730
1943-11-04;-206278
1906-07-26;162798
1937-02-11;278150
1994-02-13;-468319
1918-10-02;489043
1935-03-11;-635832
1983-11-03;939704
1952-05-20;-631501
1997-05-13;410072
1920-10-04;734578
2065-11-12;15395
1912-12-18;633877
1980-02-01;217520
1987-04-28;-791062
1908-02-23;-605464
1960-01-07;-74128
1909-10-27;500275
2001-05-04;-762143
2016-04-07;784831
2052-04-30;962394
2028-06-22;464308
2028-03-22;-169686
1995-03-11;-743078
2001-07-27;525500
1929-01-10;847596
1921-09-16;257726
2020-12-21;159418
2001-10-13;982174
1903-02-06;-122875
2013-02-27;695349
2054-02-01;844699
1940-10-30;77891
1987-07-03;-528862
1918-12-17;943619
2070-02-12;-508979
2063-05-01;387648
2065-11-02;-55412
2066-04-15;-450587
2044-11-17;-890165
1921-12-17;-986612
1954-11-20;-819477
1950-07-15;942069
2069-10-14;-792379
2064-10-08;-452900
1944-07-18;-350923
1981-10-23;910939
1978-08-07;600353
1984-05-30;-318351
1903-09-30;380044
1903-04-23;319981
1931-08-25;-385974
1906-09-30;-657668
2065-05-12;-487117
2062-12-23;494427
1991-11-09;-638682
2039-09-10;-630830
1919-01-02;-120554
1952-08-01;-894123
1956-11-27;-197809
2064-10-11;293341
1967-02-10;-619791
1930-04-27;-441437
1952-09-20;204558
1980-04-25;-576768
1939-11-10;-306829
2054-02-11;565303
1985-06-30;-492581
1950-01-23;-170380
2010-05-23;549963
1912-05-20;-680364
1977-11-07;-22527
2002-02-25;-383959
1944-04-25;698481
1968-01-27;183210
1927-02-23;134815
1971-02-07;-999637
1985-08-07;-435805
1913-03-12;465616
1969-07-02;-122520
2042-09-27;240990
1929-07-01;128461
1935-04-29;142775
1944-06-27;242456
2068-02-23;403640
1967-08-28;-473185
1923-07-08;-432767
1967-11-06;-397425
1990-10-11;90993
1921-12-16;-345953
1911-11-21;-557097
2001-04-24;-752346
1972-05-11;-140867
1910-01-26;-702411
1902-01-25;197925
1905-04-09;401939
1971-05-20;663573
2056-11-18;690379
2014-01-19;-107376
2022-06-25;543749
1966-06-05;-211111
1913-05-08;-581807
2045-11-07;-472334
2010-07-04;17290
1946-01-16;-25529
2034-08-16;17643
1913-11-30;-964493
1923-01-18;-257709
1994-02-26;-188456
1961-06-24;493747
2050-06-30;576582
2014-11-16;-771393
2045-02-21;-182818
2051-10-29;369187
2061-08-01;-369017
2008-11-06;-655540
2064-02-19;842784
2069-11-26;-289634
1937-10-11;146973
1950-03-03;-434438
1985-07-15;-693290
2025-07-29;-357500
1962-03-09;-452277
2011-10-22;443016
1901-06-13;219922
1983-10-07;982998
1980-12-15;981941
1995-08-26;-381537
2019-01-22;610682
2007-09-26;-169569
2027-12-26;-925121
1949-02-28;-682036
1947-10-14;-917625
1928-01-23;-705707
1983-04-01;693956
1944-04-18;-9364
1989-09-18;82604
2007-06-27;-200318
2004-06-06;-493242
1923-09-25;649648
2020-07-21;721698
2008-10-19;545331
2015-12-25;-74413
1973-05-02;-767038
2035-04-23;172475
1965-08-15;758661
1960-11-13;461124
1952-11-30;425211
1960-02-07;140955
1950-11-23;-658074
1935-04-01;-24836
1960-11-21;874918
1994-04-19;-628700
2031-09-15;-259927
2055-03-10;-241820
1976-01-12;-508285
1938-03-24;701720
1908-02-04;-708909
2066-03-05;-579189
2000-08-13;395820
2045-12-22;-670911
1979-05-11;-110479
1973-02-27;573748
1915-02-16;-471127
2068-07-03;-227361
2022-03-23;-7173
1905-08-08;425839
1901-10-07;807144
2066-10-27;-114384
1991-07-15;805032
1968-11-05;82279
1999-01-06;-434763
1996-01-05;8234
2022-11-07;696009
1966-09-12;-7142
1944-10-11;658857
2025-09-10;-585014
1916-03-02;513294
1938-08-30;850198
1995-08-08;-232997
2033-04-15;-80261
1959-02-25;-249215
1934-04-27;635374
2009-07-15;-73224
1993-06-03;663344
2010-08-15;830213
2068-05-13;-129528
1937-02-02;660103
2062-09-16;897853
2067-01-04;644984
2066-03-14;-633144
1992-04-13;-298862
1994-01-30;107911
1995-08-11;92683
1976-08-19;795062
1938-12-11;36933
2055-11-29;-155921
2017-02-20;-611188
1988-04-17;-977601
1952-06-20;90059
1953-11-23;-32113
2046-06-07;-500560
2026-06-17;981002
2014-08-31;-411395
1931-09-07;-647801
1978-06-08;880182
1963-05-24;-284076
2065-11-19;-988923
2065-10-31;974939
1927-05-27;-30085
1919-08-22;360107
2010-08-08;-744638
1961-04-24;-465193
1900-01-10;-546086
2004-07-11;347085
1911-04-19;-863317
1914-06-19;443932
1992-06-08;-912273
1999-01-28;732999
1984-11-19;-286569
2056-09-22;204835
2035-06-20;-885523
1947-09-24;413529
1955-10-17;-109303
1992-03-25;-85102
1943-06-08;-405304
2005-03-11;-485101
1997-07-30;-378640
1923-05-04;274083
1902-03-25;89843
1958-02-07;975832
1966-10-21;-570087
2052-01-12;552234
1916-11-20;-994254
1902-12-24;200420
2000-04-21;-110741
1976-05-27;893499
2051-11-19;-846144
2029-08-25;-620236
1993-06-21;-667622
1981-08-25;-326631
1951-01-10;-829358
1962-06-19;-348525
2054-08-09;-555642
2052-08-20;792162
2044-03-31;-19083
1981-05-09;549352
1989-02-28;-994287
1978-04-05;-390889
1956-09-01;747508
2023-12-05;477746
2017-02-27;604817
2063-11-28;-538285
2022-09-26;946213
1984-02-24;-446305
1957-04-16;-814231
2033-01-01;-61976
1951-11-07;134217
1958-08-20;-948861
2009-12-28;-412578
2025-05-07;199401
1914-05-31;498290
1983-08-10;440151
1953-06-07;765429
1979-12-18;-146493
2059-03-24;-421061
1931-05-24;-637471
2009-12-31;-585924
1975-07-10;246588
1931-12-12;-112683
1918-08-21;-928705
1900-07-27;85713
2068-08-19;56103
1920-12-17;983634
1981-10-12;764094
1946-11-11;360863
1980-05-03;-453865
2029-11-27;-922516
1990-01-03;739493
2009-12-16;805640
2055-06-11;-806820
2031-08-09;-869882
2041-08-26;534005
1984-12-13;769681
2009-01-04;-648259
1990-03-09;922012
2055-01-25;-89792
1948-05-09;872801
2034-01-08;-988239
1927-03-19;-506332
1902-11-15;969514
1900-12-30;-229391
1974-05-11;564573
1916-10-18;941689
1959-08-07;959385
1924-06-25;-513053
1950-02-11;-229705
2025-08-25;-332390
1915-06-03;-697582
2010-05-17;-115977
2023-05-25;-76424
1955-10-29;663567
1907-04-14;-816462
1923-01-12;-717373
1984-11-23;934113
2065-02-11;-783585
1958-11-16;-865412
1932-11-05;536437
2068-12-23;62122
2008-05-13;-781156
1922-12-09;177233
2063-02-28;-987501
2062-09-15;-279057
2045-06-21;788408
1945-11-06;780951
1985-06-24;291513
1967-05-08;-93750
2007-09-05;-418028
1963-08-01;-485765
2030-06-17;841544
1922-03-15;758102
1919-12-03;-964905
1928-02-02;401058
1901-11-27;-553516
1997-02-17;-397896
2013-03-19;519827
1997-02-25;978120
1960-05-07;-63377
2061-07-04;975540
1957-02-12;242255
1978-01-16;-226192
1938-08-11;-503103
1994-01-30;827280
1907-12-20;641161
1962-12-24;935865
2026-03-27;-356411
2055-10-17;-307602
1959-12-22;560580
1968-09-21;-599513
1910-06-01;549533
2058-10-26;-388482
2063-02-02;100474
1958-02-18;-129066
2055-01-08;-54514
1927-04-21;-512301
2027-03-20;-977478
2020-01-21;-190748
2029-07-17;-865813
1939-08-09;-142580
2015-08-18;-157906
1976-07-29;953914
1914-10-01;-937889
2043-09-07;-420136
1909-01-09;-41054
1970-06-29;389183
2030-08-22;586914
1966-07-08;-488853
2026-03-15;239804
1908-12-27;750617
2043-09-01;636291
2043-05-24;765477
2003-10-23;669413
1987-12-08;-261815
1999-12-11;-754044
2065-01-12;-138474
2060-09-21;838941
1928-06-24;941895
2028-11-24;115890
2070-11-19;-422172
2005-03-11;-92558
2002-06-01;491001
2050-09-06;-765519
1992-08-28;-243217
1910-08-31;210905
1949-05-23;226787
2007-01-06;424213
2053-08-03;483958
2014-12-13;-981895
2054-06-09;528208
1979-09-23;891759
1937-08-19;808311
1981-12-12;445920
1925-09-02;-666853
1932-11-30;-372228
2030-12-13;316425
2068-11-16;-408967
2009-07-06;847597
2027-02-24;-948234
2018-01-10;80420
2005-12-30;-194149
2051-08-26;159798
2017-10-17;-239092
1932-06-20;-60646
1937-11-05;-595868
1969-12-20;-431554
1926-07-27;-492096
1946-10-02;786681
2026-04-05;-464040
1975-05-30;381121
1931-12-14;158415
2018-07-16;-119988
2001-06-13;582509
2059-12-21;-376029
2051-08-12;-948543
2000-09-26;763703
1960-12-17;909741
1937-11-17;-60042
2010-02-06;571441
1927-05-21;-808592
2005-07-22;663968
2009-01-06;-234943
1935-06-22;-507961
2065-02-02;-29326
2009-04-21;-316692
1936-11-09;644808
1976-04-30;103064
1958-08-08;-856577
2023-07-20;-995470
2037-09-07;-224772
1936-04-19;-291493
1945-05-22;921679
2036-04-21;180785
1974-08-25;595230
2026-05-25;630217
2033-08-26;-282536
1989-02-28;-57693
2057-08-05;905800
1935-06-04;-816302
1967-03-01;547367
1912-05-24;440760
2060-05-08;-117056
2032-02-22;-367358
2004-03-01;-918116
1994-04-26;485378
2016-02-27;-413207
1923-07-24;762726
2017-09-21;823305
1953-11-23;-370791
1974-03-12;-344750
2011-01-10;-655414
1976-02-08;-906456
1976-10-09;-957886
1933-02-13;263642
2041-12-10;-954663
2055-07-02;55970
2024-12-27;729588
2028-09-09;643841
1984-03-29;-584463
2039-10-03;535510
1964-08-25;-519073
1944-03-12;-348296
2014-07-14;-284527
2039-06-22;-698048
1939-07-04;-461301
2036-03-31;-930652
1907-06-10;833722
1944-01-06;765124
2041-06-12;151016
1911-11-10;-128321
2036-09-03;175222
1999-03-27;517827
1990-07-25;-43708
1942-04-23;-428
1929-01-17;-235553
1929-05-25;322078
1974-11-30;-228386
1900-06-05;966
1984-09-03;984427
1958-11-06;-531987
2060-08-22;-61166
2005-04-15;638145
1974-03-05;-353676
1988-05-08;-799349
2044-10-05;-667488
1967-04-13;-885659
2043-05-09;-489190
2042-11-09;390080
1908-02-19;810285
1991-09-11;225021
1979-08-28;-241400
1901-05-25;-880941
2046-08-27;-491189
1939-02-13;189352
1909-10-30;501652
2048-01-30;-249073
1929-11-27;216426
1937-03-11;-562113
1912-06-02;345500
1938-12-04;275106
2016-04-11;831676
1945-09-11;-153355
2041-07-03;909200
1957-03-16;-924858
2029-06-10;-532518
2034-11-06;218625
1934-12-18;557684
2031-09-08;813816
1921-03-13;117080
1943-03-17;484900
1977-03-02;222498
2045-11-30;-223743
1949-03-27;-258104
1962-11-29;984784
1999-04-09;645469
1978-07-10;572706
1919-10-02;469600
1979-12-20;-224560
1936-06-29;541692
1970-02-14;920663
2066-08-11;-570679
1926-04-08;-891719
2046-02-24;874830
1931-04-25;691979
1981-05-21;-354174
2040-05-25;233669
2045-05-04;14844
1952-12-20;72356
1959-02-20;332972
1991-02-19;-389273
2066-07-12;-89057
2042-09-29;-49460
2023-03-04;672925
2066-11-29;-111895
1917-07-21;-194233
2040-07-13;464889
2004-02-23;322673
2023-09-22;-220040
2058-11-20;-803186
2015-11-11;-73862
2023-05-18;443735
1954-05-03;-500731
1929-02-05;530028
2018-12-28;576346
1997-05-18;843217
1933-01-28;-535958
1961-07-06;817541
1904-01-28;-953943
1979-01-15;241092
1952-03-13;274100
2007-11-03;502105
2036-07-18;-704148
1976-11-24;89915
1935-03-21;-296817
2022-06-25;864158
1945-03-04;196198
1937-05-17;-838140
2032-07-04;694275
2033-11-05;-27077
1949-06-06;-260352
1966-05-23;-50066
2035-01-25;-471138
1960-06-02;-355594
2030-11-16;-116329
1982-06-22;-432432
2012-02-02;978151
2015-11-08;535894
2004-04-05;-86799
2070-12-02;71829
2010-01-28;-698254
2039-03-16;-633285
2032-04-25;445804
1950-11-09;-424157
1914-11-15;290939
1968-01-21;-138837
2039-01-30;-174459
2044-10-22;868351
2008-08-17;-388960
2065-11-04;-809187
1911-08-30;690289
2036-11-16;-27951
1953-10-20;699685
1962-01-26;684446
1973-01-13;872640
1998-06-26;71402
1992-08-24;-639485
1997-02-20;-205306
1990-03-09;627217
2031-05-21;101316
1944-07-12;208088
1994-11-28;978891
2053-01-07;730827
1920-03-18;-350716
1983-09-01;-345355
2007-02-28;881072
1984-07-08;408190
1937-06-12;-63647
1925-02-14;-917276
2039-11-03;-780963
2011-04-04;971866
2035-12-14;-129927
2019-03-12;-921721
1952-03-22;-476757
2016-11-01;871667
2055-08-14;-481972
2010-08-30;127999
1991-01-25;910356
1909-11-20;49513
2058-02-06;-182857
1973-05-09;574882
1914-10-18;376162
2011-09-28;347448
2042-11-09;246632
2016-12-24;517023
2043-12-31;-954241
2003-04-10;-26156
1962-08-18;-366342
1919-09-08;-846731
2041-02-18;-144212
2044-01-22;-892644
1974-07-09;318619
1955-08-14;-528851
1940-04-23;-10490
1973-09-08;122761
2061-09-21;877115
1946-11-02;741719
1978-06-06;-70586
2009-04-30;-697291
1945-04-13;-947755
1940-12-12;-137148
1987-11-19;-179995
1942-08-25;869942
2059-07-09;-416600
1965-05-18;252197
2032-05-26;798201
2010-12-08;-613599
2056-10-30;-980597
1955-03-29;-190962
1955-09-12;684581
1961-06-21;14293
1980-04-13;-462871
1900-12-22;-970038
1948-08-09;548640
2052-11-16;208428
1902-07-14;271367
1973-08-22;78327
2055-03-29;-571112
1971-07-27;-333977
1997-02-21;-247047
1954-08-27;683450
2046-03-26;-28252
2068-03-12;607650
1940-07-31;660882
2050-06-23;9511
1959-12-30;-217471
2058-05-26;952916
1972-09-30;188274
1909-04-18;-503502
2012-09-26;-760132
2069-05-06;847201
2061-06-10;-181988
2044-10-12;477145
1928-03-27;361774
1990-01-18;-140425
1964-03-24;99595
1958-06-13;383638
1912-01-09;83599
1988-04-10;652354
1939-05-23;-90041
1962-06-20;725695
2032-03-15;82846
1977-08-05;625981
2040-10-16;-618999
1913-12-17;-835328
1908-12-19;-253397
1978-10-16;-976771
1921-07-08;180394
1932-01-12;359346
2042-09-13;-150068
2008-03-07;-888057
1942-11-05;-551003
1969-06-23;310940
2049-10-17;451240
1910-01-19;-356325
1955-02-26;-788678
2029-06-18;54856
2017-02-07;-163741
1997-05-19;668300
1967-12-25;894438
1967-10-07;478414
2020-01-26;-123930
2036-01-31;-612381
2002-02-20;369730
1957-06-09;872615
1974-09-06;527943
1913-10-08;-233653
2057-10-01;-369541
1986-03-26;579277
1913-07-25;-217505
1978-11-15;212066
1927-12-24;-272006
2045-08-17;-711422
1997-08-25;303681
1998-09-10;251681
2048-12-06;369005
2026-08-24;170313
1910-04-06;-361148
2053-11-20;690068
1929-07-15;907156
1924-06-05;-953439
1974-04-19;-653422
2000-10-15;149075
2026-03-19;363902
2058-02-06;-172782
2053-04-22;-60194
1925-04-10;739650
2046-12-19;-395161
2016-07-01;-255038
2020-07-01;-23449
2008-08-19;-263687
1980-08-06;-721892
2044-09-07;-842090
1922-06-22;406
1948-09-24;34461
1925-03-04;301690
1905-11-23;-367746
2037-03-23;776415
1944-12-11;875334
2027-09-18;-351646
1922-04-30;81877
2063-11-28;491377
2035-09-29;-333100
2008-02-13;-601343
2068-01-29;111328
2049-07-24;89373
1948-12-21;-238935
1905-02-10;-526333
2007-04-25;-909735
1919-05-12;23650
2039-12-15;828096
2052-11-17;-136700
2015-02-23;-124583
1903-10-10;397330
2056-11-16;177488
1943-06-11;-782020
2064-11-24;-418148
2043-01-27;-740101
2069-09-23;551984
1976-03-23;636157
1922-06-19;276567
1992-10-25;-82318
1906-12-09;113480
1967-09-16;-416476
2033-06-12;-396052
2054-04-02;350301
1913-05-04;-980271
2037-04-29;-722891
1968-01-30;-446730
1908-01-05;336137
1957-03-22;-38580
1983-08-01;146120
2007-06-02;-73735
1959-10-14;-274077
2054-04-25;819086
1950-07-10;785822
1999-01-06;558310
1981-08-17;-131469
2013-11-09;895330
1944-11-26;-834480
2037-08-01;-728853
1950-06-15;607908
1971-07-11;45968
1932-10-18;442627
2048-03-31;-509357
1940-02-09;-225862
1983-08-01;-94951
2043-03-25;352164
1926-01-04;-64937
1945-09-28;-405990
2027-10-22;197256
1948-08-17;-676298
2041-03-06;-691513
1922-05-14;-882301
1985-04-16;698381
1969-09-04;320011
2016-11-10;-610574
2051-02-06;392812
2054-07-24;400742
1995-09-05;954832
1909-07-04;-632143
2048-09-03;547297
1941-04-17;-282613
1984-05-11;313856
2058-08-15;267023
2035-11-15;645576
2026-11-26;-325124
1925-01-11;15520
2006-06-26;423342
2013-10-13;643451
2023-01-19;-291466
1966-03-01;939282
1905-05-02;423008
2003-01-04;-609843
1961-07-18;-982438
1950-05-20;986902
2028-11-11;-161580
1958-04-14;-395280
1994-02-19;-475773
2003-06-16;521147
1978-03-13;-352229
1926-03-01;-325839
2025-11-20;-613548
1955-12-05;632698
2021-01-19;47195
2030-01-22;-176609
2032-04-06;-784081
2045-02-05;-396816
2055-01-21;679447
1933-08-26;-24520
2061-12-20;214731
1980-04-16;-476278
2005-07-28;697834
1999-04-05;-160265
1914-10-14;-76643
2003-11-30;124004
2007-02-17;-863196
1962-07-30;181306
1953-12-24;83006
1938-06-07;771190
2068-04-27;-343264
1993-07-24;886013
2042-09-26;-592034
1982-07-20;284321
2059-12-24;751696
1944-01-27;-900163
1990-05-13;577945
1997-05-29;159468
2037-05-05;-127040
2022-05-11;-414032
2005-05-18;698333
2068-02-15;-556175
2069-02-16;212702
2029-07-20;833474
1990-01-08;248165
2041-07-05;615276
1928-04-20;-736761
1915-10-27;-791241
1940-01-05;-985057
1904-08-30;322437
1930-04-06;-861184
1993-08-09;-132966
2053-12-25;880180
2058-02-16;500196
2065-07-16;397244
2032-11-29;578355
2067-04-14;489393
2065-03-14;467999
